patent_id,title,abstract,applicationdate,publicationdate,prioritydate,google_patents_link
US2009035920A1,PROCESS FOR FABRICATING A SUBSTRATE OF THE SILICON-ON-INSULATOR TYPE WITH REDUCED ROUGHNESS AND UNIFORM THICKNESS,"A process for fabricating a silicon on insulator (SOI) substrate by co-implanting atomic or ionic species into a semiconductor donor substrate to form a weakened zone therein, the weakened zone forming a boundary between a thin silicon active layer and the remainder of the donor substrate. The donor substrate is then bonded to a semiconductor receiver substrate by molecular adhesion, resulting in a layer of buried silicon interposed between the donor substrate and the receiver substrate. The remainder of the donor substrate is detached along the weakened zone to obtain a SOI substrate with the receiver substrate covered with the buried oxide layer and the thin silicon active layer. The silicon active layer is then thermally annealed for at least 10 minutes in a gaseous atmosphere containing hydrogen, argon or both at a temperature of at least 950° C. but not exceeding 1100° C. The annealing step minimizes roughness of the surface of the silicon active layer, prevents reduction in thickness of the buried oxide layer, and achieves uniform thickness of the thin silicon active layer and the buried oxide layer. xxnewline",20070904,20090205,20070201,https://patents.google.com/patent/US2009035920A1/en
JP2013055624A,"MOBILE TERMINAL DEVICE, CONTROL METHOD FOR THE SAME, AND PROGRAM","PROBLEM TO BE SOLVED: To perform communication using a radio wave of a plurality of frequency bands with the provision of a plurality of antenna elements, avoiding a large manufacturing cost increase and a large scale of a device with a suppressed influence of a human body.SOLUTION: Information signal indicative of whether a human body touches a mobile terminal device 100 is obtained from a sensor unit 130. On the basis of the information signal, the connection of switches 105, 106, 121, and 122 is controlled. By the connection control of the switches 105, 106, 121, and 122, it is set whether transmission and reception are performed using two antennas including an antenna constituted by antenna elements 101, 102, and 103, the switch 105, and the switch 106 and an antenna constituted by an antenna element 104, or using two antennas including an antenna constituted by the antenna elements 101, 102, and 104, the switch 105, and the switch 106 and an antenna constituted by the antenna element 103. xxnewline",20110906,20130321,20110906,https://patents.google.com/patent/JP2013055624A/en
EP3127891A1,EXTRACTS OF AGRICULTURAL HUSKS USED TO MODIFY THE METABOLISM OF PLANTS,"The invention relates to a non-toxic composition prepared from agricultural waste, which includes the steps of: a) hydrolysing the plant matter in acidic conditions; b) nitrating the released phenolic compounds; c) stimulating the coupling between the phenolic compounds which are nitrated or not; d) insolubilising and separating the coupled compounds; and e) drying the precipitated insoluble solids. The resulting composition has phytoregulating properties due to which the application thereof to plants induces favorable metabolic and physiological changes which promote increases in the mass of the roots and the exudate, in the foliar area and mass, in the photosynthetic capacity, in the resistance to biotic factors, in the tolerance to abiotic stress factors and/or in the productivity of the crops. xxnewline",20140527,20170208,20140331,https://patents.google.com/patent/EP3127891A1/en
JP2015070863A,GAME MACHINE,"PROBLEM TO BE SOLVED: To provide a game machine that realizes flexible design relating to a notice performance.SOLUTION: A game machine comprises: prior determination means that determines whether or not to set a specific display result before a derived display result of identification information is displayed; variable display pattern determination means that determines a variable display pattern of the identification information on the basis of a result of the determination by the prior determination means; variable display execution means that executes variable display of the identification information on the basis of a result of the determination by the variable display pattern determination means; notice performance determination means that determines a notice performance to be executed among multiple notice performances; and notice performance execution means that executes the notice performance determined to be executed by the notice performance determination means. The notice performance determination means determines the notice performance so that the number of notice performances to be executed in accordance with a priority rule specifying priorities for the notice performances is less than a prescribed number, and the prescribed number differs according to the variable display pattern. xxnewline",20131001,20150416,20131001,https://patents.google.com/patent/JP2015070863A/en
JP2018063710A,METHOD OF RECORDING AND DISPLAYING VEHICLE POSITION AND SYSTEM THEREFOR,"PROBLEM TO BE SOLVED: To provide a method of recording and displaying a vehicle position through use of a portable information terminal, and a system therefor.SOLUTION: In the case where the newest position specification signal is received, the portable information terminal records the newest position specification signal in a memory unit in order to set the newest position specification coordinates corresponding to the newest position specification signal as the last parking position of a vehicle on the basis of an instruction of a processing unit, and in the case where the portable information terminal cannot receive the newest position specification signal, the portable information terminal regards the closest one position specification coordinate among a plurality of position specification coordinates periodically recorded as the last stop position of the vehicle, on the basis of an instruction of the processing unit.SELECTED DRAWING: Figure 4 xxnewline",20171011,20180419,20161014,https://patents.google.com/patent/JP2018063710A/en
CN105585850A,Ag quantum dot composited anti-static organic silicon rubber as well as preparation method and application thereof,"The invention relates to the field of organic silicon and provides anti-static organic silicon rubber and a preparation method thereof aiming to solve the problem that the organic silicon rubber does not have an antistatic property. The hardness of the prepared organic silicon rubber is 5-65 Shore A, the tensile strength is 0.2-0.8 MPa, the elongation at break is 40%-300%, and the organic silicon rubber has excellent antistatic property and is applied to packaging of electronic components. xxnewline",20151222,20160518,20151222,https://patents.google.com/patent/CN105585850A/en
CN102739448A,"Method, device and system for transmitting messages","A method for transmitting messages comprises the following steps that: a first Maintenance association End Point (MEP) transmits measurement messages, wherein the measurement message is transmitted from the first MEP to a second MEP through at least one Maintenance association Intermediate Point (MIP); and each of the MIPs receives the measurement message, expands a Type-Length-Value (TLV) in the measurement message, records the measurement data of each MIP in the expanded TLV, and transmits the measurement message. By the method for transmitting messages, the performance data of all nodes on a path can be acquired during a test. xxnewline",20120628,20121017,20120628,https://patents.google.com/patent/CN102739448A/en
CN107343348A,Method for sending ceiling fan light control signal through single fire wire,"The invention provides a method for sending a ceiling fan light control signal through a single fire wire. The method is realized by a ceiling fan light wall control unit, wherein the ceiling fan light wall control unit comprises a single fire wire power module, a singlechip control module, a phase shift driving module, a zero-cross detection module, and a ceiling fan and light control given module. The ceiling fan light wall control unit is configured to send the ceiling fan light control signal in such a manner that an output voltage waveform of an output end of the single fire wire is controlled by the singlechip control module; when a ceiling fan light is in a normal operating state and does not send the ceiling fan light control signal, the voltage waveform on the single fire wire is a continuous and complete single-phase sine wave. A circuit for controlling the ceiling fan light by the single fire wire can be used in an occasion that a common illuminating light controlled by the single fire wire is substituted by the ceiling fan light or a common ceiling fan is substituted by the ceiling fan light. xxnewline",20150508,20171110,20150508,https://patents.google.com/patent/CN107343348A/en
JP2017188962A,ENHANCED PHYSICAL DOWNLINK CONTROL CHANNEL SCRAMBLING AND DEMODULATION REFERENCE SIGNAL SEQUENCE GENERATION,"PROBLEM TO BE SOLVED: To provide enhanced physical downlink control channel scrambling and demodulation reference signal sequence generation.SOLUTION: Methods, apparatuses and systems are described to provide enhanced physical downlink control channel scrambling and demodulation reference signal sequence generation.SELECTED DRAWING: Figure 2 xxnewline",20170720,20171012,20120803,https://patents.google.com/patent/JP2017188962A/en
JPH08247575A,ADSORBER AND ADSORPTION TYPE REFRIGERATING MACHINE,"PURPOSE: To efficiently cool adsorbent and to efficiently adsorb matter to be adsorbed. CONSTITUTION: An adsorbent 30 and a heat exchanging fluid channel 18 are provided in a case. The channel 18 is formed of a plurality of tubes 33 arranged in parallel and bridged between a pair of header pipes 31 and 31, and an adsorber 30 having a sectional rectangular wavelike corrugated plate 34, a blocking plate 35 and particular adsorbent S contained closely in a compartment 36 is disposed in a space surrounded by the pair of the pipes 31, 32 and adjacent tubes 33. Many holes are formed at the plate 34 and the plate 36, and when heating fluid is supplied to the channel 18, the adsorbent S desorbs the refrigerant, which is discharged from the holes, and directed to a condenser via a discharge pipe. When the cooling fluid is supplied to the channel 18, the refrigerant from the evaporator is fed to the case via a return tube, arrived at the adsorbent S via the holes to be adsorbed. xxnewline",19950315,19960927,19950315,https://patents.google.com/patent/JPH08247575A/en
US2009244113A1,Display device with dynamic color gamut,"The specification and drawings present a new method, apparatus and software product for dynamically adjusting a color gamut of a display (e.g., a field sequential color display) and further adjusting a luminance of the display in an electronic device by adjusting and turning on field duties of primary colors. During each color field, the other primary colors of light sources supporting the display can be turned on at their respective fractions of their color field. These fractions can be continuously tunable in order to control the color coordinate of each primary color dynamically thus adjusting the color gamut and the luminance of the display. xxnewline",20090114,20091001,20051221,https://patents.google.com/patent/US2009244113A1/en
US4936282A,Gas powered gun,"A gas operated gun which is designed primarily to propel paint containing frangible projectiles. The gun can be designed to use a manually operable cocking mechanism which permits firing of a single projectile each time the cocking mechanism is operated. Also, the gun may be modified to include a valve mechanism which provides for automatic firing of the gun eliminating the need for the manually operated cocking. xxnewline",19881209,19900626,19881209,https://patents.google.com/patent/US4936282A/en
CN105948052A,Flaky nano tungsten carbide and preparation method and application thereof,"The invention discloses flaky nano tungsten carbide and a preparation method and application thereof. The preparation method comprises the following specific steps that 1, a water solution of ammonium metatungstate and ammonium carbonate is added into a solution prepared from ethyl alcohol and a surface active agent, hydroxylamine hydrochloride is added after the mixture is stirred to be uniform, and HCl or ammonium hydroxide is added to adjust the pH value to range from 4 to 8 after the mixture is stirred to be uniform; 2, the mixture liquid is subjected to a hydrothermal reaction, and a sample precursor is obtained after drying; 3, the sample precursor is subjected to high-temperature carbonization in the CH4/H2 atmosphere, and the flaky nano WC material is obtained. According to preparation of flaky nano WC, on the one hand, agglomeration of nano WC is avoided, and therefore the effective specific area of the nano material can be fully achieved; on the other hand, the advantages of the flaky nano material can be fully utilized, a large number of surface atoms and more reaction active centers can be provided, carriers can be fast conveyed to the surface from the interior in the catalytic reaction process, and therefore the catalytic activity of the nano material is improved. xxnewline",20160603,20160921,20160603,https://patents.google.com/patent/CN105948052A/en
EP0767011A1,Plant for the mechanical-biological intermediate treatment of waste,"In a mechanical-biological assembly for the intermediate treatment of refuse, the novelty is that: (a) there is a combination of a separation press (5) and a subsequent fermentation unit (7); (b) means are provided to supply the combustible fraction from the press outlet to an incineration installation (6). A unit for the thermal concn. or evapn. of the liq. portion of the fermentation prod. may be arranged downstream of the fermentation unit. Part of the liq. may be recycled to the inlet of the fermentation unit. A chemical-biological waste water treatment unit may be arranged downstream of the fermentation unit. A separator may be arranged between the fermentation unit and the evaporator to separate solids from water. A composting unit may be arranged downstream of the separator and evaporator. A bio-heat utilisation plant may be arranged after the fermentation unit in which heat and current are generated. xxnewline",19951006,19970409,19951006,https://patents.google.com/patent/EP0767011A1/en
JP2015053049A,SYSTEMS AND METHODS FOR VISUAL PROCESSING OF SPECTROGRAMS TO GENERATE HAPTIC EFFECTS,"PROBLEM TO BE SOLVED: To provide systems and methods for visual processing of spectrograms to generate haptic effects.SOLUTION: A signal including an audio signal is received. Spectrograms are generated based at least in part on the received signal. Haptic effects are determined based at least in part on the spectrogram. A generated spectrogram may be a two-dimensional image, and this image is analyzed to determine one or more haptic effects. Once a haptic effect has been determined, haptic output signals are generated. A generated haptic output signal is output to haptic output devices. xxnewline",20140903,20150319,20130906,https://patents.google.com/patent/JP2015053049A/en
CN101519078A,Method for synchronizing multi-region data of comprehensive monitoring system,"The invention discloses a method for synchronizing multi-region data of a comprehensive monitoring system. The method is characterized by comprising the following steps: 1) synchronization region definition, in which, basic information of data servers of a control center, a spare center, a station and a rolling stock depot is defined; 2) cross-linking of ring queue and data service thread, in which, a thread corresponding to the data server is established, and is simultaneously cross linked with the ring queue so as to manage global state information; 3) data extraction and generation and encapsulation of identification information, in which, data to be synchronized is extracted, data description information is established, and the description information and the extracted data are encapsulated; 4) detection and management of server state, in which, the data synchronizing thread detects the state of the server, and updates state information corresponding to the data server in the global state information; 5) data submission and server failure processing; and 6) data submission result identification and data cleaning. The method for synchronizing data of the comprehensive monitoring system can realize high usability, high synchronization speed and high security of data synchronization. xxnewline",20090313,20090902,20090313,https://patents.google.com/patent/CN101519078A/en
JP2016095476A,"IMAGING APPARATUS, METHOD FOR CONTROLLING IMAGING APPARATUS, PROGRAM, AND RECORDING MEDIUM","PROBLEM TO BE SOLVED: To enable a user to recognize whether or not a condition for performing focus detection based on a defocus amount is obtained, during live view photography.SOLUTION: An imaging apparatus includes first focus detection means for performing the focus detection on the basis of the defocus amount, while performing the live view photography, second focus detection means for performing the focus detection on the basis of the contrast of a photographed image by the live view photography, control means for switching the focus detection by the first focus detection means and the focus detection by the second focus detection means according to the condition, and report means for reporting whether or not the condition for performing the focus detection by the first focus detection means is obtained.SELECTED DRAWING: Figure 5 xxnewline",20141117,20160526,20141117,https://patents.google.com/patent/JP2016095476A/en
JPH0964600A,METHOD FOR INDICATING CHECKED OUTPUT,"PROBLEM TO BE SOLVED: To obtain a method for indicating the inspection output in which the work efficiency can be enhanced by outputting the inspection items required for a process by a different method depending on the extent of thereof thereby transmitting accurate information to a repair worker. SOLUTION: The method for indicating the inspection output comprises a step for preserving a shape data 1 containing the shape and position of at least a printed board and an electronic device and a work data indicative of the content of work of each inspection step in a data base 2, a step for reading the shape data and work data from the data base and an inspection data from an inspection means 6 for each inspection step, and a step for outputting the required inspection items to a display means 4 by a different method depending on the extent thereof according to the data being red by the reading means 3 and a preset display condition data K. xxnewline",19950825,19970307,19950825,https://patents.google.com/patent/JPH0964600A/en
CN102387714A,"Preparation of soy protein product using water extraction (""S803"")","A soy protein product which is completely soluble and is capable of providing transparent and heat stable solutions at low and neutral pH values is produced by extracting a soy protein source material with water at low pH, subjecting the resulting aqueous soy protein solution to ultrafiltration and optional diafiltration to provide a concentrated and optionally diafiltered soy protein solution, which may be dried to provide the soy protein product. The soy protein product may be used for protein fortification of, in particular, soft drinks and sports drinks, without precipitation of protein. xxnewline",20100211,20120321,20090211,https://patents.google.com/patent/CN102387714A/en
JP2005190896A,CABLE LINE FOR WIRELESS LAN,"PROBLEM TO BE SOLVED: To provide a cable line composed of leakage coaxial cable with a small diameter suitable for an indoor wireless LAN system.  SOLUTION: The cable line is structured to serially connect a plurality of leakage coaxial cables 11A, 11B, 11C with outer diameters of ≤20 mm, with almost same coupling losses though amplifiers 12A, 12B, respectively. As for the amplifiers 12A, 12B, bidirectional amplifiers are used or two kinds of amplifiers for signal transmission and signal reception are used. If two kinds of amplifiers are used, the plurality of leakage coaxial cables used on a signal transmission side are serially connected through the amplifier for signal transmission and the plurality of leakage coaxial cables used on a signal reception side are serially connected through the amplifier for signal reception.  COPYRIGHT: (C)2005,JPO&NCIPI xxnewline",20031226,20050714,20031226,https://patents.google.com/patent/JP2005190896A/en
JP2016088774A,"OPTICAL GLASS, PREFORM AND OPTICAL ELEMENT","PROBLEM TO BE SOLVED: To provide an optical glass suitable for an optical element having refraction index (n) and Abbe number (ν) in a desired range and high in stability at low cost.SOLUTION: An optical glass contains, by mol%, a BOcomponent of 10.0 to 40.0%, a LnOcomponent of 5.0 to 30.0%, where Ln is one or more kind selected from La, Gd, Y, Yb, and a BaO component of 1.0 to 20.0% and has refractive index (nd) of 1.80 to 2.20 and Abbe number (νd) of 20 to 35.SELECTED DRAWING: Figure 1 xxnewline",20141030,20160523,20141030,https://patents.google.com/patent/JP2016088774A/en
US2004150197A1,Air bag apparatus for a scooter type motorcycle,"An air bag apparatus for a compact vehicle, having an air bag that is capable of restraining an operator on a seat from a front direction, in response to an expansion of the air bag, wherein it is possible to securely restrain the operator on the seat without a need for enlarging the expansion volume of the air bag, even if a yaw behavior and/or a rolling behavior of the vehicle body are/is large. The air bag and the vehicle to the rear of the seat are linked via a pair of restraining belts at the right and left, which are stored in the vehicle body, when the air bag is in a state of being folded, and which come into a state of tension, at the right and left exterior sides of the operator on the seat, when the air bag expands. xxnewline",20031124,20040805,20020306,https://patents.google.com/patent/US2004150197A1/en
JPWO2016051681A1,"The manufacturing method of a display panel and a display panel, and a flexible printed circuit board","a display panel (1) is provided in the 1st portion of the periphery field of the principal surface of a substrate (10) and a substrate (10) -- the [and] -- a plurality of 1st connection wiring (11) linked to 1 flexible printed circuit board (21), being provided in the 1st above-mentioned portion of the above-mentioned periphery field of the above-mentioned principal surface of a substrate (10), and the 2nd adjacent portion -- the [and] -- a plurality of 2nd connection wiring (12) linked to 2 flexible printed circuit board (22), It is provided between the 1st above-mentioned portion of the above-mentioned periphery field of the above-mentioned principal surface of a substrate (10), and the 2nd above-mentioned portion, And the pad (113) for the 1st inspection and the pad (123) for the 2nd inspection which are connected to the 1st connection wiring (111) of the end near the 2nd above-mentioned portion, and the 2nd connection wiring (121) of the end near the 1st above-mentioned portion, respectively, It has an electric circuit which constitutes the power supply node from which the 1st connection wiring (111) and the 2nd connection wiring (121) differ. xxnewline",20150908,20170810,20140930,https://patents.google.com/patent/JPWO2016051681A1/en
US2014299662A1,"Systems and methods for the creation, transmission and storage of information and subsequent retrieval by a user","Systems and methods for the creation, transmission and storage of information related to a specific person, animal, place or object and subsequent retrieval of information by a user positioned at remote locations are disclosed. The systems and methods comprise information; data input computer equipment, an operating system, software and methods for the electronic recording, scanning or creation of information; a remote electronic memory storage facility or capability, commonly known as “cloud computing and/or storage”; unique infographic symbols and a mobile computing device equipped with a camera capable of retrieving information via a communications link to the Internet and displaying the information at a remote location. The infographic symbol can be a QR code or other code laser bonded to the surface of a substrate. xxnewline",20131120,20141009,20121120,https://patents.google.com/patent/US2014299662A1/en
US2011140080A1,METHOD FOR FABRICATING InGaAIN LIGHT-EMITTING DIODES WITH A METAL SUBSTRATE,"One embodiment of the present invention provides a method for fabricating light-emitting diodes. The method includes etching grooves on a growth substrate, thereby creating mesas on the growth substrate. The method further includes fabricating on each of the mesas an indium gallium aluminum nitride (InGaAlN) multilayer structure which contains a p-type layer, a multi-quantum-well layer, and an n-type layer. In addition, the method includes depositing one or more metal substrate layers on top of the InGaAlN multilayer structure. Moreover, the method includes removing the growth substrate. Furthermore, the method includes creating electrodes on both sides of the InGaAlN multilayer structure, thereby resulting in a vertical-electrode configuration. xxnewline",20080819,20110616,20080819,https://patents.google.com/patent/US2011140080A1/en
US2006190140A1,Smart disconnect switch interbase,"Apparatus ( 10 ) for controlling supply of electricity through an electrical distribution network to a customer. An electrical meter ( 12 ) is plugged into an electrical socket ( 14 ) at a customer's premises. Electricity flows from a power line through the socket into the premises, the amount of electricity used being measured by the meter. The apparatus is interposed between the meter and the socket and includes a switch ( 18 ) to interrupt flow of electricity into the premises. The switch is controlled by the utility, preferably through programming of the apparatus or through a TWACS(R) communication system. This enables the utility to selectively control supply of electricity to the premises apart from the flow of electricity to any other premises connected to the same power line (L). xxnewline",20050222,20060824,20050222,https://patents.google.com/patent/US2006190140A1/en
US4242566A,Heat-pressure fusing device,"A heat-pressure fusing apparatus that exhibits high thermal efficiency is disclosed. The fusing apparatus comprises at least one pair of first and second oppositely driven pressure fixing feed rollers, each of the rollers having an outer layer of a thermal insulating material; first and second idler rollers, a first flexible endless belt disposed about the first idler roller and each of the first pressure feed rollers and a second flexible endless belt disposed about the second idler roller and each of the second pressure feed rollers, at least one of the belts having an outer surface formed of a thermal conductive material, wherein there is defined an area of contact between the outer surfaces of the first and second belts located between the first and second pressure feed rollers for passing the copy sheet between the two belts under pressure; and means spaced relative to the belt whose outer surface comprises the thermal conductive material for heating the outer surface thereof, whereby when an unfused copy sheet is passed through the area of contact between the two belts it is subject to sufficient heat and pressure to fuse developed toner images thereon. xxnewline",19800321,19801230,19800321,https://patents.google.com/patent/US4242566A/en
US2013208395A1,OVERVOLTAGE PROTECTION COMPONENT,An improved overvoltage protection component is provided. The overvoltage protection component has a first internal electrode contained within a dielectric material. The first internal electrode is electrically connected to a first termination and a second internal electrode contained within the ceramic dielectric material is electrically connected to a second termination. xxnewline,20120705,20130815,20110708,https://patents.google.com/patent/US2013208395A1/en
CN102453623A,Range hood cleaning agent,"The invention discloses a range hood cleaning agent, which consists of the following ingredients in percentage by mass: 5 to 7 percent of alkylphenol ethoxylates, 3 to 5 percent of fatty acid polyoxyethylene ether, 4 to 6 percent of sodium dodecyl benzene sulfonate, 2 to 4 percent of triethanolamine, 1 to 3 percent of ethylene glycol monobutyl ether, 3 to 5 percent of sodium carbonate, 3 to 5 percent of borax, 3 to 5 percent of sodium metasilicate, 10 to 15 percent of 5, 5- dimethyl midazole alkyl diketone and the balance water. The range hood cleaning agent is used for cleaning oil stain on hard surfaces of kitchen equipment such as rang hoods and the like, the effect is good, little foam is generated, and no corrosion effect or scratch effect is caused on the surface of equipment bodies. xxnewline",20101025,20120516,20101025,https://patents.google.com/patent/CN102453623A/en
JP2010103433A,"SEMICONDUCTOR DEVICE, AND METHOD OF MANUFACTURING THE SAME","PROBLEM TO BE SOLVED: To improve the adhesion of a through electrode and a pad electrode, without causing a short circuit failure in the through electrode.  SOLUTION: A semiconductor is configured so that an etch stopper film 23 may be laminated on a pad electrode 21b where an opening 22 is formed, and that the leading end of the through electrode 45 may penetrate through part of the pad electrode 21b via the opening 22 and may be stopped by the etch stopper film 23, when the through electrode 45 is embedded in a through-hole 41 formed in a semiconductor substrate 11.  COPYRIGHT: (C)2010,JPO&INPIT xxnewline",20081027,20100506,20081027,https://patents.google.com/patent/JP2010103433A/en
CN105538261A,Telescopic support frame for gas engine,"The invention discloses a telescopic support frame for a gas engine, which comprises a cylinder seat, wherein two lifting cylinders are oppositely arranged on the cylinder seat, each lifting cylinder is movably connected with a connecting seat by a movable part above the lifting cylinder, a telescopic support beam is fixed between the two connecting seats, a slide rail is arranged on the upper end face of the cylinder seat, a sliding block matched with the slide rail is arranged on the lower end face of the cylinder wall of each lifting cylinder, baffles are connected to two sides of each lifting cylinder, a groove is formed in each baffle, and each movable part is provided with a boss moving up and down along the groove. According to the invention, the lifting movement of the connecting seats and the support beams thereof are driven by the lifting of the movable parts of the lifting cylinders, so as to further drive a gas engine arranged on the support beams to move; meanwhile, the sliding blocks can slide in the slide rails to drive the front and back movement of the lifting cylinders; and the baffles at two sides of the lifting cylinders can avoid swing of the overall structure in lifting, so as to further provide enough space for assembly and maintenance of the gas engine. xxnewline",20151210,20160504,20151210,https://patents.google.com/patent/CN105538261A/en
JP2014072195A,INSERTION CONNECTOR,"PROBLEM TO BE SOLVED: To provide an insertion type connection member that can be configured with a simple structure, is stable, and has low maintenance requirement.SOLUTION: An insertion connector (12) forms an electric connection between contact elements (22, 24), the contact element (22) is electrically connected with the complementary contact element (24) in a complementary housing (26) of a contemporary insertion connector (14) with a housing (16) of the contact element (22) inserted to the complementary housing (26), the contact element (22) includes a cable (18) that comprises a plurality of lines (20), the lines (20) are connected with the contact element (22) in a conductive manner, and at least one contact element (22a) of the insertion connector (12) is electrically connected with a line (20a) of the cable (18) via a braided conductor (28). xxnewline",20131001,20140421,20121001,https://patents.google.com/patent/JP2014072195A/en
US3760544A,SEALING GASKET WITH ELONGATED INTERNAL STIFFNER,"An extruded sealing gasket for installing between adjacent panel sections of wall structures and the like to seal and insulate therebetween, said gasket being constructed to facilitate its installation and to resist working loose and coming out after it has been installed. xxnewline",19710527,19730925,19710527,https://patents.google.com/patent/US3760544A/en
US2017121086A1,INTEGRATED PACKAGE OPENING FEATURE,"A package is described that includes a laminate structure with a first layer and a second layer. The first layer is adjacent a compartment of the package and includes a predefined cut through which access is provided to the contents of the package. The second layer includes an integrated pull strip that is at least partially defined by a line of weakness formed in the second layer. The pull strip overlies the predefined cut and is configured to be separated from a remainder of the second layer by a user. In this way, separation of the pull strip from the package (e.g., as the pull strip is peeled away from the package) may serve to expose the predefined cut and allows the first and second edges to be moved apart to provide access to the compartment and the contents stored therein via the predefined cut. xxnewline",20151030,20170504,20151030,https://patents.google.com/patent/US2017121086A1/en
JP2016032544A,PROGRAM AND GAME SYSTEM,"PROBLEM TO BE SOLVED: To provide a game system which enables a player to play without a hard fight even when a character newly acquired by the player is soon set as a match character.SOLUTION: A game system includes: a character setting unit which sets a plurality of characters selected by a player as match characters among characters the player owns; a game processing unit which executes a match between the plurality of characters set as match characters and an opponent character; and a reward imparting unit which performs processing for imparting to the player a reward in accordance with a result of the match with the opponent character. The game processing unit determines at least one of the number, type, parameters, attributes and level of opponent characters which act as match partners on the basis of at least one of the type, parameters, attributes and level of the plurality of characters which have been set as match characters.SELECTED DRAWING: Figure 10 xxnewline",20140731,20160310,20140731,https://patents.google.com/patent/JP2016032544A/en
US2010001085A1,Normal-to-flow thermostat design,"A thermostat disposed to operate in a direction that is normal to the direction of flow of the fluid for which the thermostat regulates the temperature. In one embodiment, the thermostat comprises two mating faces, their movement being controlled either by the expansion or contraction of the carefully selected and apportioned materials in the thermostat pack or by a sensor-triggered controller in response to the temperature of the fluid to which the thermostat is exposed. The first type or Type 1 is normally closed, typically for use in liquid-cooled engines. The second type or Type 2 is normally open, typically for use in industrial applications, such as in solvent evaporation/recycle units where it is desirable to stop direct coolant flow into a paint gun cleaner or a similar equipment, when the temperature of the coolant reaches beyond a pre-determined upper limit. xxnewline",20080707,20100107,20080707,https://patents.google.com/patent/US2010001085A1/en
CN104002665A,Automobile for children,"The invention discloses an automobile for children and belongs to the technical field of automobiles for children. The automobile for children solves the problems of simple structure and less function of the existing automobiles for children. The automobile for children comprises a frame, a chassis and wheels, a central processing unit, a brake accelerator device, a double-drive transmission device and a suspension device are mounted in the frame, the suspension device is mounted on the chassis, the double-drive transmission device comprises a drive motor and a differential mechanism, the drive motor is connected with the differential mechanism and is also connected with the central processing unit through a wire, the brake accelerator device comprises a brake pedal component, an accelerator pedal component, a brake pump and a disc brake mechanism, wherein the brake pedal component comprises a brake pedal and a brake support, the brake pedal is connected with a brake pump and is hinged to the brake support through a rotating shaft, and a Hall sensor is mounted on each of the brake support and an accelerator support and is connected with the central processing unit through a wire. The automobile for children has advantages of strong practicability and high safety. xxnewline",20140425,20140827,20140425,https://patents.google.com/patent/CN104002665A/en
JP2013169960A,INDOOR LIGHTING DEVICE OF VEHICLE,"PROBLEM TO BE SOLVED: To provide an indoor lighting device of a vehicle allowing a user to perform lighting by optionally interlocking a vehicle function member with a lighting device.SOLUTION: An indoor lighting device of a vehicle includes lighting devices 3, 3A, 3B, 3C installed in a vehicle cabin, and a control device 4 controlling turned-on states of the lighting devices 3, 3A, 3B, 3C, and the lighting devices 3, 3A, 3B, 3C light up the inside of the vehicle cabin under the control of the control device 4. The control device 4 controls the lighting devices 3, 3A, 3B, 3C interlocking with an operative state of a function member that a user selects through an input device body 6 that allows the optional selection of function members such as a door 18, an air conditioner 33 and others that the vehicle has. Thus, selection corresponding to the liking of the user becomes possible by freely interlocking the lighting control of the lighting devices 3, 3A, 3B, 3C with the door 18, the air conditioner 33 and others that are loaded on the vehicle. xxnewline",20120223,20130902,20120223,https://patents.google.com/patent/JP2013169960A/en
US6516469B1,Diarrhea mitten,"The present invention discloses a sanitary handwear being a hygienic mitten to be worn about the hand of the user for protection of the hand of the user to be used to clean, wipe babies, self, or older people with bowel control problems. The present invention has a single compartment to house all of the fingers of the hand and a separate compartment for the thumb and has a defined wrist area. The mitten of the present invention is made of two layers. The first, inner layer is waterproof and impermeable, and, the second, outer layer is a moist, extra absorbent cloth-like disposable material containing moisturizers. The mitten is comprised of disposable material so that it may be easily and economically disposed of after use. The mitten also has an internal pull tab to aid in removal of the glove from the hand of the user. xxnewline",20001013,20030211,20000320,https://patents.google.com/patent/US6516469B1/en
JP2018048323A,SYNERGISTIC STAIN REMOVAL THROUGH NOVEL CHELATOR COMBINATION,"PROBLEM TO BE SOLVED: To provide a detergent composition efficient in removing tea and coffee soil, which comprises oxidized polyphenols bridged by calcium silicate and is difficult to dissolve.SOLUTION: A concentrated detergent composition particularly suited to remove tea and coffee soil in washing applications is a carbonate based detergent composition comprising an alkali metal carbonate and a combination of complexing agents methylglycinediacetic acid (MGDA), glutamic acid N,N-diacetic acid (GLDA) and sodium tripolyphosphate (STPP). Preferably, the molar ratio of the sum of glutamic acid N,N-diacetic acid, methylglycinediacetic acid and alkali metal tripolyphosphate to the alkali metal carbonate is 0.05 to 0.12.SELECTED DRAWING: None xxnewline",20170914,20180329,20170914,https://patents.google.com/patent/JP2018048323A/en
