id,battery_id,equipment_id,battery_charge_type_txt_id,eqlz_status_txt_id,charge_start_dt,charge_start_dt_tz_id,charge_start_dt_wall,charge_end_dt,charge_end_dt_tz_id,charge_end_dt_wall,charge_amp_hours,dischrg_start_dt,dischrg_start_dt_tz_id,dischrg_start_dt_wall,dischrg_start_bdi,dischrg_start_battery_volts,dischrg_end_dt,dischrg_end_dt_tz_id,dischrg_end_dt_wall,dischrg_end_bdi,dischrg_end_battery_volts,dischrg_amp_hours,dischrg_work_accum_sec,insert_dt
158332,310,772,CHN,NTEQL,15:31.0,142,15:31.0,49:10.0,142,49:10.0,64,49:24.0,142,49:24.0,72,38.7,18:17.0,142,18:17.0,70,39.1,47.3,1792,56:09.6
158333,89,NULL,CHN,NTEQL,10:47.0,142,10:47.0,57:43.0,142,57:43.0,787,49:36.0,142,49:36.0,100,41.3,17:24.0,142,17:24.0,23,38.8,811.7,22145,34:35.3
158334,111,388,CHN,NTEQL,08:40.0,142,08:40.0,47:18.0,142,47:18.0,657,17:54.0,142,17:54.0,100,41.6,29:06.0,142,29:06.0,35,39.1,562.7,28235,34:39.1
158335,271,NULL,CHN,NTEQL,40:33.0,142,40:33.0,37:27.0,142,37:27.0,637.3,36:27.0,142,36:27.0,100,0,56:32.0,142,56:32.0,58,0,358.7,10250,14:38.9
158336,262,368,CHN,NTEQL,01:48.0,142,01:48.0,44:41.0,142,44:41.0,577.7,51:48.0,142,51:48.0,100,41.4,03:50.0,142,03:50.0,23,38.7,611.7,15143,18:41.3
158337,222,765,CHN,NTEQL,21:28.0,142,21:28.0,06:18.0,142,06:18.0,726.7,28:01.0,142,28:01.0,100,41.6,31:24.0,142,31:24.0,23,38.7,669.3,20881,32:36.0
158338,89,NULL,CHN,NTEQL,17:24.0,142,17:24.0,27:19.0,142,27:19.0,826.7,15:48.0,142,15:48.0,100,41,03:58.0,142,03:58.0,25,38.7,748.3,20211,42:28.1
158339,310,772,CHN,NTEQL,18:17.0,142,18:17.0,54:51.0,142,54:51.0,69.7,54:57.0,142,54:57.0,80,39.1,32:03.0,142,32:03.0,76,39.2,33.3,1524,58:50.4
158340,222,NULL,CHN,NTEQL,31:24.0,142,31:24.0,52:09.0,142,52:09.0,658.7,58:30.0,142,58:30.0,98,41.4,27:08.0,142,27:08.0,19,38.5,697.3,20572,37:00.4
158341,290,592,CHN,NTEQL,25:01.0,142,25:01.0,07:18.0,142,07:18.0,122,09:32.0,142,09:32.0,53,25.6,01:48.0,142,01:48.0,30,26.3,139.7,5897,22:37.0
158342,91,284,CHN,NTEQL,16:39.0,142,16:39.0,54:12.0,142,54:12.0,686,03:41.0,142,03:41.0,100,41.6,13:24.0,142,13:24.0,22,38.9,642,22498,41:52.5
158343,310,772,CHN,NTEQL,32:03.0,142,32:03.0,57:07.0,142,57:07.0,47.7,57:18.0,142,57:18.0,83,39.3,17:57.0,142,17:57.0,74,39.1,51.7,2301,56:05.9
158344,89,NULL,CHN,NTEQL,03:58.0,142,03:58.0,32:42.0,142,32:42.0,751.3,03:57.0,142,03:57.0,100,40.9,15:21.0,142,15:21.0,26,39.1,728.3,20842,23:33.4
158345,299,368,CHN,NTEQL,55:05.0,142,55:05.0,43:17.0,142,43:17.0,690.7,19:14.0,142,19:14.0,100,41.5,48:04.0,142,48:04.0,34,39.1,577.7,14842,23:15.7
158346,151,452,CHN,NTEQL,27:33.0,142,27:33.0,01:14.0,142,01:14.0,514.7,02:14.0,142,02:14.0,100,41.3,53:54.0,142,53:54.0,41,38.7,599.3,14121,28:33.7
158347,163,469,CHN,EQL,16:23.0,142,16:23.0,19:32.0,142,19:32.0,604.3,00:22.0,142,00:22.0,100,41.5,54:38.0,142,54:38.0,40,39,447.7,13129,38:47.9
158348,140,582,CHN,EQL,52:14.0,142,52:14.0,53:37.0,142,53:37.0,34,28:33.0,142,28:33.0,100,41.6,45:23.0,142,45:23.0,35,38.9,420,13204,53:56.0
158349,299,NULL,CHN,NTEQL,48:04.0,142,48:04.0,55:01.0,142,55:01.0,619.3,37:01.0,142,37:01.0,100,41.7,29:25.0,142,29:25.0,42,39.3,501.7,13873,02:10.5
158350,226,612,CHN,NTEQL,34:18.0,142,34:18.0,07:56.0,142,07:56.0,512.7,27:11.0,142,27:11.0,100,42.1,29:22.0,142,29:22.0,51,39.4,362.7,9903,14:54.4
158351,151,NULL,CHN,NTEQL,53:54.0,142,53:54.0,13:27.0,142,13:27.0,614,08:09.0,142,08:09.0,100,41.2,40:50.0,142,40:50.0,38,38.7,582.3,12389,29:12.3
158352,310,772,CHN,NTEQL,17:57.0,142,17:57.0,54:33.0,142,54:33.0,69.7,54:36.0,142,54:36.0,84,39.5,22:40.0,142,22:40.0,84,39.8,23.7,1099,52:50.2
158353,151,NULL,CHN,NTEQL,40:50.0,142,40:50.0,50:37.0,142,50:37.0,605.7,53:13.0,142,53:13.0,99,41.3,43:10.0,142,43:10.0,42,38.8,587.3,12259,06:29.5
158354,226,NULL,CHN,NTEQL,29:22.0,142,29:22.0,47:42.0,142,47:42.0,383.7,14:58.0,142,14:58.0,100,41.8,51:37.0,142,51:37.0,52,39.6,359,9410,29:00.2
158355,310,772,CHN,NTEQL,22:40.0,142,22:40.0,50:43.0,142,50:43.0,117,50:44.0,142,50:44.0,100,40.5,06:37.0,142,06:37.0,99,42.9,5.7,312,29:09.7
158356,290,592,CHN,NTEQL,01:48.0,142,01:48.0,22:02.0,142,22:02.0,58.3,22:03.0,142,22:03.0,37,23.6,23:57.0,142,23:57.0,30,26.4,72.7,3586,37:59.7
158357,89,NULL,CHN,NTEQL,15:21.0,142,15:21.0,11:44.0,142,11:44.0,784,15:53.0,142,15:53.0,100,41.1,31:34.0,142,31:34.0,30,39.2,720.7,24151,02:54.4
158358,310,772,CHN,NTEQL,06:37.0,142,06:37.0,27:40.0,142,27:40.0,15.7,28:49.0,142,28:49.0,100,40.5,35:05.0,142,35:05.0,100,41.8,4.3,198,05:30.7
158359,226,NULL,CHN,NTEQL,51:37.0,142,51:37.0,19:53.0,142,19:53.0,385.3,27:18.0,142,27:18.0,100,42,03:28.0,142,03:28.0,36,39.3,479.7,13584,17:50.2
158360,310,NULL,CHN,NTEQL,35:05.0,142,35:05.0,04:27.0,142,04:27.0,18,04:39.0,142,04:39.0,100,40.7,13:45.0,142,13:45.0,100,42.5,4,213,31:25.5
158361,310,772,CHN,NTEQL,13:45.0,142,13:45.0,30:22.0,142,30:22.0,10,30:23.0,142,30:23.0,100,40.6,38:23.0,142,38:23.0,99,40.6,8,270,53:03.7
158362,89,NULL,CHN,EQL,31:34.0,142,31:34.0,41:05.0,142,41:05.0,939.7,58:20.0,142,58:20.0,100,41.2,31:26.0,142,31:26.0,11,38.9,893.7,24527,05:45.4
158363,226,NULL,CHN,NTEQL,03:28.0,142,03:28.0,45:16.0,142,45:16.0,522.3,43:56.0,142,43:56.0,100,41.9,16:57.0,142,16:57.0,38,39.1,457.7,13317,19:54.1
158364,151,NULL,CHN,NTEQL,43:10.0,142,43:10.0,01:24.0,142,01:24.0,603.3,57:07.0,142,57:07.0,100,41.3,40:53.0,142,40:53.0,64,39.4,352.7,12292,22:22.2
158365,151,NULL,CHN,NTEQL,40:53.0,142,40:53.0,35:40.0,142,35:40.0,415.7,14:50.0,142,14:50.0,100,41.5,47:04.0,142,47:04.0,46,38.8,564.7,19135,08:56.1
158366,89,NULL,CHN,EQL,31:26.0,142,31:26.0,23:07.0,142,23:07.0,1055.3,34:20.0,142,34:20.0,100,40.8,18:18.0,142,18:18.0,23,38.9,760.3,24474,54:52.3
158367,272,736,CHN,NTEQL,41:11.0,142,41:11.0,46:01.0,142,46:01.0,594.7,58:33.0,142,58:33.0,100,41.6,16:23.0,142,16:23.0,69,39.8,268.3,7876,02:15.6
158368,310,772,CHN,NTEQL,38:23.0,142,38:23.0,51:35.0,142,51:35.0,9.7,52:05.0,142,52:05.0,100,40.7,20:59.0,142,20:59.0,90,39.6,67.3,2813,44:44.1
158369,226,NULL,CHN,NTEQL,16:57.0,142,16:57.0,43:05.0,142,43:05.0,492,08:45.0,142,08:45.0,100,41.9,41:06.0,142,41:06.0,38,39.4,464,12809,19:01.5
158370,155,705,CHN,NTEQL,44:05.0,142,44:05.0,42:14.0,142,42:14.0,570.7,40:23.0,142,40:23.0,100,0,08:20.0,142,08:20.0,35,0,480.7,11358,01:25.8
158371,248,529,CHN,NTEQL,53:53.0,142,53:53.0,51:47.0,142,51:47.0,583,41:53.0,142,41:53.0,95,42,08:11.0,142,08:11.0,8,39,755.3,21898,21:41.7
158372,89,NULL,CHN,NTEQL,18:18.0,142,18:18.0,01:10.0,142,01:10.0,797,29:55.0,142,29:55.0,100,41.1,56:20.0,142,56:20.0,25,39,718,18714,26:43.7
158373,272,NULL,CHN,EQL,16:23.0,142,16:23.0,24:19.0,142,24:19.0,452.7,39:19.0,142,39:19.0,100,41.5,15:56.0,142,15:56.0,50,39.3,428.7,10474,48:59.3
158374,272,NULL,CHN,NTEQL,15:56.0,142,15:56.0,37:47.0,142,37:47.0,465.7,09:58.0,142,09:58.0,100,41.5,21:27.0,142,21:27.0,51,39.3,427.7,10224,42:28.6
158375,128,560,OPC,NTEQL,20:03.0,142,20:03.0,43:23.0,142,43:23.0,80.7,43:25.0,142,43:25.0,52,51.1,48:42.0,142,48:42.0,22,52.6,236.3,10583,07:06.0
158376,128,NULL,OPC,NTEQL,48:42.0,142,48:42.0,49:57.0,142,49:57.0,3,50:33.0,142,50:33.0,23,48.9,50:33.0,142,50:33.0,23,52.8,0,0,07:07.7
158377,270,529,CHN,NTEQL,33:49.0,142,33:49.0,40:03.0,142,40:03.0,417.3,11:03.0,142,11:03.0,100,41.3,15:57.0,142,15:57.0,58,39.6,359.7,10169,07:59.0
158378,268,736,CHN,EQL,12:28.0,142,12:28.0,47:46.0,142,47:46.0,587.3,09:39.0,142,09:39.0,100,40.7,31:01.0,142,31:01.0,17,38.3,698.7,20760,08:28.0
158379,54,507,CHN,EQL,34:28.0,142,34:28.0,05:59.0,142,05:59.0,89.3,19:22.0,142,19:22.0,100,40.5,10:33.0,142,10:33.0,41,37.6,419.3,18654,18:26.4
158380,235,715,CHN,EQL,06:18.0,142,06:18.0,10:29.0,142,10:29.0,580.7,16:21.0,142,16:21.0,90,38.8,00:45.0,142,00:45.0,8,35.8,658,13916,33:59.5
158381,314,678,CHR,NTEQL,57:41.0,142,57:41.0,29:36.0,142,29:36.0,755.7,52:26.0,142,52:26.0,100,41.8,20:18.0,142,20:18.0,8,38.5,919.7,25956,14:35.9
158382,252,453,CHN,NTEQL,30:06.0,142,30:06.0,01:19.0,142,01:19.0,452.7,23:26.0,142,23:26.0,100,41.5,41:19.0,142,41:19.0,47,39.5,462.3,16575,15:31.9
158383,81,108,CHN,NTEQL,07:55.0,142,07:55.0,47:20.0,142,47:20.0,140,14:10.0,142,14:10.0,64,38.8,21:15.0,142,21:15.0,57,40.8,68.3,2532,48:22.0
158384,128,560,OPC,NTEQL,50:33.0,142,50:33.0,05:53.0,142,05:53.0,52.7,06:09.0,142,06:09.0,29,49.7,17:01.0,142,17:01.0,29,52.5,7,508,57:42.0
158385,290,592,CHN,NTEQL,23:57.0,142,23:57.0,36:01.0,142,36:01.0,34,36:02.0,142,36:02.0,34,22.4,28:05.0,142,28:05.0,27,25.4,56.3,2127,36:55.1
158386,227,503,CHN,NTEQL,39:39.0,142,39:39.0,49:45.0,142,49:45.0,508.7,36:11.0,142,36:11.0,100,1.8,28:32.0,142,28:32.0,18,1.5,710.3,19824,48:28.6
158387,275,766,CHN,NTEQL,38:57.0,142,38:57.0,35:02.0,142,35:02.0,372.7,36:16.0,142,36:16.0,99,41.4,53:46.0,142,53:46.0,56,40.1,360.7,10269,23:51.7
158388,88,109,CHN,NTEQL,33:20.0,142,33:20.0,26:55.0,142,26:55.0,767,17:47.0,142,17:47.0,100,42,14:24.0,142,14:24.0,57,39.8,425.3,13690,56:45.3
158389,275,NULL,CHN,EQL,53:46.0,142,53:46.0,46:42.0,142,46:42.0,487.7,06:03.0,142,06:03.0,100,41.3,14:41.0,142,14:41.0,47,40,457.7,11873,59:08.4
158390,310,772,CHN,NTEQL,20:59.0,142,20:59.0,43:50.0,142,43:50.0,41.3,44:21.0,142,44:21.0,96,40.3,30:29.0,142,30:29.0,58,38.8,221.7,9912,43:35.6
158391,88,NULL,CHN,NTEQL,14:24.0,142,14:24.0,27:58.0,142,27:58.0,508.3,18:29.0,142,18:29.0,100,42.3,28:52.0,142,28:52.0,15,38.9,784.3,20563,08:26.8
158392,290,592,CHN,NTEQL,28:05.0,142,28:05.0,35:00.0,142,35:00.0,12.7,35:05.0,142,35:05.0,29,24.6,56:35.0,142,56:35.0,24,26.3,33.7,1158,19:29.7
158393,135,508,CHN,NTEQL,29:49.0,142,29:49.0,34:24.0,142,34:24.0,593.3,22:15.0,142,22:15.0,100,54.7,56:47.0,142,56:47.0,35,51.1,538.7,14139,00:19.0
158394,140,582,CHN,NTEQL,45:23.0,142,45:23.0,53:06.0,142,53:06.0,190,53:25.0,142,53:25.0,61,38.8,26:51.0,142,26:51.0,29,38.9,230.7,7251,10:08.7
158395,310,772,CHN,NTEQL,30:29.0,142,30:29.0,42:17.0,142,42:17.0,22,43:09.0,142,43:09.0,61,38.2,15:13.0,142,15:13.0,51,38.5,99.3,4616,50:25.8
158396,271,762,CHN,NTEQL,56:32.0,142,56:32.0,59:49.0,142,59:49.0,392,09:47.0,142,09:47.0,100,0.1,00:48.0,142,00:48.0,24,0,657.3,18686,10:42.1
158397,135,NULL,CHN,NTEQL,56:47.0,142,56:47.0,28:15.0,142,28:15.0,580,29:34.0,142,29:34.0,100,54.4,54:47.0,142,54:47.0,44,51.2,467.3,15074,25:25.3
158398,290,592,CHN,NTEQL,56:35.0,142,56:35.0,18:43.0,142,18:43.0,63.3,18:44.0,142,18:44.0,32,25,58:49.0,142,58:49.0,24,26.2,63.3,1927,25:32.5
158399,135,NULL,CHN,NTEQL,54:47.0,142,54:47.0,40:55.0,142,40:55.0,516.7,32:03.0,142,32:03.0,100,54.8,07:32.0,142,07:32.0,66,52.4,268.3,8639,31:29.2
158400,128,560,OPC,NTEQL,17:01.0,142,17:01.0,38:04.0,142,38:04.0,285.3,56:20.0,142,56:20.0,63,52.6,38:27.0,142,38:27.0,41,52.9,187.3,8212,59:54.4
158401,135,NULL,CHN,EQL,07:32.0,142,07:32.0,13:06.0,142,13:06.0,405.3,53:36.0,142,53:36.0,100,54.9,53:36.0,142,53:36.0,100,57.5,0,0,04:26.5
158402,310,772,CHN,NTEQL,15:13.0,142,15:13.0,48:47.0,142,48:47.0,64,50:01.0,142,50:01.0,60,38.1,32:28.0,142,32:28.0,59,38.6,46,2216,06:00.7
158403,221,766,CHN,NTEQL,07:08.0,142,07:08.0,11:52.0,142,11:52.0,772.3,58:44.0,142,58:44.0,99,41.7,14:14.0,142,14:14.0,13,38.7,753,20415,38:48.5
158404,163,612,CHN,NTEQL,54:38.0,142,54:38.0,14:29.0,142,14:29.0,475.3,34:07.0,142,34:07.0,100,41.6,07:36.0,142,07:36.0,53,39.3,356,11253,59:42.0
158405,140,582,CHN,NTEQL,26:51.0,142,26:51.0,05:50.0,142,05:50.0,109,05:57.0,142,05:57.0,44,38.1,43:09.0,142,43:09.0,34,39,67.7,2410,13:38.3
158406,310,772,CHN,NTEQL,32:28.0,142,32:28.0,04:17.0,142,04:17.0,60.3,05:29.0,142,05:29.0,68,38.2,35:12.0,142,35:12.0,60,38.5,50.7,2819,47:56.9
158407,310,772,CHN,NTEQL,35:12.0,142,35:12.0,46:32.0,142,46:32.0,21,47:37.0,142,47:37.0,63,37.9,52:51.0,142,52:51.0,63,38.9,3,178,05:23.5
158408,310,772,CHN,NTEQL,52:51.0,142,52:51.0,03:45.0,142,03:45.0,20,04:01.0,142,04:01.0,66,38.1,14:22.0,142,14:22.0,66,39.1,5.3,304,55:17.5
158409,299,678,CHN,NTEQL,29:25.0,142,29:25.0,42:00.0,142,42:00.0,539.7,21:21.0,142,21:21.0,100,41.7,44:47.0,142,44:47.0,15,38.7,742.7,24762,00:30.4
158410,290,592,CHN,NTEQL,58:49.0,142,58:49.0,24:18.0,142,24:18.0,73.7,24:24.0,142,24:24.0,34,25.1,48:46.0,142,48:46.0,25,26.3,77,3236,57:50.5
158411,290,592,CHN,NTEQL,48:46.0,142,48:46.0,57:00.0,142,57:00.0,22.7,57:11.0,142,57:11.0,28,24.7,59:06.0,142,59:06.0,28,26.6,1.7,63,19:43.8
158412,310,772,CHN,NTEQL,14:22.0,142,14:22.0,54:06.0,142,54:06.0,76,54:43.0,142,54:43.0,76,38.8,59:34.0,142,59:34.0,76,39.9,2,140,21:01.2
158413,267,728,CHN,EQL,02:38.0,142,02:38.0,24:55.0,142,24:55.0,547.7,05:49.0,142,05:49.0,100,41.6,33:10.0,142,33:10.0,19,38.7,574.7,14575,48:13.8
158414,272,453,CHN,NTEQL,21:27.0,142,21:27.0,59:19.0,142,59:19.0,479.3,44:40.0,142,44:40.0,100,41.5,04:37.0,142,04:37.0,57,39.1,323.7,13463,56:27.3
158415,260,765,CHN,EQL,43:13.0,142,43:13.0,33:30.0,142,33:30.0,151.7,00:28.0,142,00:28.0,100,41.6,05:56.0,142,05:56.0,31,38.8,595.7,15288,28:50.1
158416,291,472,CHN,NTEQL,06:00.0,142,06:00.0,25:25.0,142,25:25.0,658.3,04:21.0,142,04:21.0,100,41.1,22:24.0,142,22:24.0,40,39,549.7,16870,34:08.4
158417,267,NULL,CHN,EQL,33:10.0,142,33:10.0,46:02.0,142,46:02.0,659,52:54.0,142,52:54.0,100,41.5,00:00.0,142,00:00.0,22,39,552.3,21443,55:43.9
158418,261,762,CHN,EQL,27:41.0,142,27:41.0,38:52.0,142,38:52.0,805,52:28.0,142,52:28.0,100,41.1,15:34.0,142,15:34.0,18,38.2,714.7,20394,09:08.6
158419,74,398,CHN,EQL,10:59.0,142,10:59.0,23:01.0,142,23:01.0,744,30:01.0,142,30:01.0,100,41,36:59.0,142,36:59.0,32,38.8,546.3,17992,25:50.7
158420,310,772,CHN,NTEQL,59:34.0,142,59:34.0,19:25.0,142,19:25.0,145.3,20:34.0,142,20:34.0,97,40.2,20:03.0,142,20:03.0,86,39.9,48.7,2548,29:07.5
158421,260,NULL,CHN,NTEQL,05:56.0,142,05:56.0,19:12.0,142,19:12.0,620,33:37.0,142,33:37.0,100,41.5,13:27.0,142,13:27.0,37,38.9,549.7,15576,42:00.3
158422,261,NULL,CHN,NTEQL,15:34.0,142,15:34.0,22:09.0,142,22:09.0,714.3,20:14.0,142,20:14.0,99,41.1,35:11.0,142,35:11.0,49,39.1,447.7,13965,06:34.9
158423,147,452,CHN,NTEQL,58:25.0,142,58:25.0,01:37.0,142,01:37.0,538.7,05:08.0,142,05:08.0,100,41.6,16:53.0,142,16:53.0,41,39,640.7,15597,08:55.8
158424,267,NULL,CHN,EQL,00:00.0,142,00:00.0,59:40.0,142,59:40.0,652.3,08:33.0,142,08:33.0,100,41.6,27:42.0,142,27:42.0,8,38.3,648.7,23140,13:15.9
158425,261,NULL,CHN,NTEQL,35:11.0,142,35:11.0,14:26.0,142,14:26.0,493.3,13:26.0,142,13:26.0,100,41.3,26:02.0,142,26:02.0,33,38.6,519,12601,20:00.0
158426,74,NULL,CHN,EQL,36:59.0,142,36:59.0,20:22.0,142,20:22.0,755.7,40:11.0,142,40:11.0,100,41,42:31.0,142,42:31.0,43,38.8,467,13299,41:46.1
158427,267,NULL,CHN,NTEQL,27:42.0,142,27:42.0,54:54.0,142,54:54.0,717.7,30:31.0,142,30:31.0,100,41.7,30:31.0,142,30:31.0,100,43.1,0,0,02:51.6
158428,147,NULL,CHN,EQL,16:53.0,142,16:53.0,59:10.0,142,59:10.0,754.7,40:01.0,142,40:01.0,100,41.5,57:17.0,142,57:17.0,39,39,606.7,16377,03:35.8
158429,310,772,CHN,NTEQL,20:03.0,142,20:03.0,28:07.0,142,28:07.0,14.7,28:46.0,142,28:46.0,88,39.7,13:02.0,142,13:02.0,71,39.1,99.7,4291,39:08.4
158430,147,NULL,CHN,NTEQL,57:17.0,142,57:17.0,04:16.0,142,04:16.0,594.3,37:55.0,142,37:55.0,98,41.5,16:44.0,142,16:44.0,42,39.1,562.7,13813,53:30.0
158431,74,NULL,CHN,NTEQL,42:31.0,142,42:31.0,11:22.0,142,11:22.0,536,46:30.0,142,46:30.0,100,41.2,31:51.0,142,31:51.0,49,38.8,417.7,12494,23:29.5
158432,140,582,CHN,NTEQL,43:09.0,142,43:09.0,06:41.0,142,06:41.0,235.3,13:03.0,142,13:03.0,67,39.4,29:17.0,142,29:17.0,35,38.7,255,7052,28:58.4
158433,140,NULL,CHN,NTEQL,29:17.0,142,29:17.0,00:10.0,142,00:10.0,256.3,00:25.0,142,00:25.0,71,39.4,00:25.0,142,00:25.0,71,41.4,0,0,38:39.7
158434,147,NULL,CHN,NTEQL,16:44.0,142,16:44.0,21:01.0,142,21:01.0,563.3,56:23.0,142,56:23.0,98,41.5,44:28.0,142,44:28.0,38,39,628.7,15472,17:29.5
158435,261,NULL,CHN,NTEQL,26:02.0,142,26:02.0,19:07.0,142,19:07.0,549,27:25.0,142,27:25.0,96,41.5,47:57.0,142,47:57.0,48,39.1,415.7,10038,36:19.6
158436,146,402,CHN,NTEQL,22:26.0,142,22:26.0,56:11.0,142,56:11.0,475,10:28.0,142,10:28.0,100,55.1,15:55.0,142,15:55.0,61,51.2,327.3,12042,37:09.6
158437,310,772,CHN,NTEQL,13:02.0,142,13:02.0,37:14.0,142,37:14.0,45.7,37:48.0,142,37:48.0,77,39.1,44:36.0,142,44:36.0,64,38.8,95.7,3881,40:14.9
158438,275,694,CHN,NTEQL,14:41.0,142,14:41.0,59:49.0,142,59:49.0,480.3,19:53.0,142,19:53.0,100,41.4,48:26.0,142,48:26.0,53,39.3,407.7,13330,53:47.1
158439,147,NULL,CHN,NTEQL,44:28.0,142,44:28.0,44:30.0,142,44:30.0,641.7,19:00.0,142,19:00.0,100,41.6,16:17.0,142,16:17.0,52,39.2,470,12343,02:10.7
158440,290,592,CHN,NTEQL,59:06.0,142,59:06.0,18:58.0,142,18:58.0,57.3,19:03.0,142,19:03.0,36,25.1,07:58.0,142,07:58.0,28,26.3,74.7,3061,32:05.5
158441,147,NULL,CHN,NTEQL,16:17.0,142,16:17.0,56:22.0,142,56:22.0,484,29:44.0,142,29:44.0,100,41.5,02:50.0,142,02:50.0,35,39.2,645.7,19326,55:52.2
158442,268,762,CHN,NTEQL,31:01.0,142,31:01.0,46:00.0,142,46:00.0,739.7,05:05.0,142,05:05.0,100,40.6,52:37.0,142,52:37.0,54,39.1,415,12319,21:13.8
158443,288,707,CHN,EQL,17:24.0,142,17:24.0,11:28.0,142,11:28.0,33,25:42.0,142,25:42.0,100,41.4,07:12.0,142,07:12.0,60,39.9,299.7,6287,23:29.0
158444,315,456,CHN,NTEQL,05:38.0,142,05:38.0,44:12.0,142,44:12.0,441,05:37.0,142,05:37.0,66,42.1,04:05.0,142,04:05.0,8,38.8,615.7,18025,32:45.2
158445,303,517,CHN,NTEQL,57:38.0,142,57:38.0,59:53.0,142,59:53.0,298.3,00:05.0,142,00:05.0,100,27.2,41:11.0,142,41:11.0,49,25.7,375.7,17850,58:08.0
158446,310,772,CHN,NTEQL,44:36.0,142,44:36.0,38:46.0,142,38:46.0,103.7,39:19.0,142,39:19.0,78,39.4,47:12.0,142,47:12.0,70,39.1,68,2987,04:36.5
158447,288,NULL,CHN,NTEQL,07:12.0,142,07:12.0,08:25.0,142,08:25.0,331,13:54.0,142,13:54.0,100,41.2,05:34.0,142,05:34.0,57,40.1,283.3,8844,11:33.1
158448,315,NULL,CHN,NTEQL,04:05.0,142,04:05.0,39:21.0,142,39:21.0,636.3,16:37.0,142,16:37.0,84,41.9,30:02.0,142,30:02.0,16,39,486,13841,27:44.9
158449,222,736,CHN,NTEQL,27:08.0,142,27:08.0,48:25.0,142,48:25.0,676.7,32:20.0,142,32:20.0,96,41.2,38:51.0,142,38:51.0,8,38.1,830.7,23542,35:57.0
158450,310,772,CHN,NTEQL,47:12.0,142,47:12.0,02:39.0,142,02:39.0,29,03:05.0,142,03:05.0,74,38.9,24:48.0,142,24:48.0,61,38.8,85.3,4148,01:58.4
158451,147,NULL,CHN,EQL,02:50.0,142,02:50.0,51:44.0,142,51:44.0,763.3,32:11.0,142,32:11.0,100,41.5,32:11.0,142,32:11.0,99,43.1,0,0,09:38.7
158452,222,NULL,CHN,NTEQL,38:51.0,142,38:51.0,57:13.0,142,57:13.0,806.3,49:09.0,142,49:09.0,93,41,19:14.0,142,19:14.0,24,38.6,608,20010,13:59.8
158453,159,726,CHR,EQL,31:10.0,142,31:10.0,40:28.0,142,40:28.0,646,00:45.0,142,00:45.0,100,41.7,26:07.0,142,26:07.0,11,38.6,779.3,22613,25:34.5
158454,147,NULL,CHN,EQL,32:11.0,142,32:11.0,05:33.0,142,05:33.0,26.3,20:28.0,142,20:28.0,100,42.3,34:48.0,142,34:48.0,44,39.2,558.7,12827,57:18.1
158455,252,NULL,CHN,NTEQL,41:19.0,142,41:19.0,40:38.0,142,40:38.0,515.7,14:51.0,142,14:51.0,100,41.5,31:24.0,142,31:24.0,34,39.2,574,14658,15:14.3
158456,128,560,OPC,NTEQL,38:27.0,142,38:27.0,58:19.0,142,58:19.0,68.7,59:37.0,142,59:37.0,49,51.2,14:43.0,142,14:43.0,23,52.8,212.7,8936,31:04.5
158457,147,NULL,CHN,NTEQL,34:48.0,142,34:48.0,51:40.0,142,51:40.0,578.3,37:51.0,142,37:51.0,100,41.7,23:04.0,142,23:04.0,40,39.2,592,16556,46:44.5
158458,314,765,CHR,NTEQL,20:18.0,142,20:18.0,08:51.0,142,08:51.0,972,14:12.0,142,14:12.0,100,41.3,31:19.0,142,31:19.0,31,39.1,569.7,14620,10:44.9
158459,91,388,CHN,EQL,13:24.0,142,13:24.0,03:25.0,142,03:25.0,833,39:53.0,142,39:53.0,100,41.4,18:27.0,142,18:27.0,40,39.2,495,23827,53:09.4
158460,150,452,CHN,NTEQL,00:10.0,142,00:10.0,24:06.0,142,24:06.0,603.3,56:22.0,142,56:22.0,100,41.3,24:51.0,142,24:51.0,79,39.2,206.3,13451,23:02.6
158461,135,508,CHN,EQL,53:36.0,142,53:36.0,55:44.0,142,55:44.0,1.3,59:21.0,142,59:21.0,100,54.2,34:55.0,142,34:55.0,39,51.4,546,15207,33:25.3
158462,227,736,CHN,NTEQL,28:32.0,142,28:32.0,30:24.0,142,30:24.0,709,44:44.0,142,44:44.0,99,1.7,23:34.0,142,23:34.0,21,1.6,681,18962,37:35.9
158463,150,NULL,CHN,NTEQL,24:51.0,142,24:51.0,01:23.0,142,01:23.0,594.3,26:00.0,142,26:00.0,100,41.6,50:55.0,142,50:55.0,73,38.8,262.7,15791,02:51.9
158464,135,NULL,CHN,NTEQL,34:55.0,142,34:55.0,33:27.0,142,33:27.0,572,26:46.0,142,26:46.0,100,54.5,26:46.0,142,26:46.0,100,57.9,0,0,12:10.1
158465,159,NULL,CHR,EQL,26:07.0,142,26:07.0,47:59.0,142,47:59.0,962,58:23.0,142,58:23.0,100,41.7,27:04.0,142,27:04.0,21,38.8,687.3,20143,00:39.2
158466,310,772,CHN,NTEQL,24:48.0,142,24:48.0,00:39.0,142,00:39.0,68.3,00:50.0,142,00:50.0,70,38.8,45:08.0,142,45:08.0,53,38.6,128.3,5907,10:43.6
158467,159,NULL,CHR,EQL,27:04.0,142,27:04.0,11:45.0,142,11:45.0,856.3,08:56.0,142,08:56.0,100,41.5,08:56.0,142,08:56.0,100,43.3,0,0,11:18.0
